food_code,food_name_en,food_name_bn,food_group,meal_slots,role,pairs_with_groups,compatibility_score,notes
09_0020,"Common carp, without bones, raw",পাতি কার্প,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0021,"Croaker, Black spotted, without bones, raw",পোয়া মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0022,"Day's mystus, combined species, eyes included, raw",টেংরা মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0023,"Fish (Catla, Mrigal, Rohu), dorsal with skin, raw","(রুই, কাতলা ও মৃগেল) মাছের গাদা",Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0025,"Ganges river sprat, combined species, raw",বিভিন্ন প্রজাতির কবচকি মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0026,"Gangetic ailia, raw",কাজলি মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0027,"Gangetic mystus, raw",গুলশা মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0028,"Giant river-catfish, raw",গুইজ্জা মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0029,"Giant sea perch, whole, dried",ভেটকি শুঁটকি,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0031,"Goby, Tank goby, raw",বেলে মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0032,"Gourami, Banded gourami, eyes included, raw",চোখ সহ খলিশা মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0033,"Hilsha, without bones, raw",ইলিশ মাছ কাঁটা ছাড়া,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0034,"Indian river shad, raw",চাপিলা,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0035,"Indian threadfin, without bones, raw",লাক্ষা মাছ কাঁটা ছাড়া,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0036,"Indo-pacific king mackerel, without bones, raw",সুরমা বা বিজোরা মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0037,"Kuria labeo, without bones, raw",গনিয়া মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0038,"Long-whiskered catfish, without bones, raw",আড় মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0039,"Mackerel, narrow-barred Spanish, raw",চম্পা মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0040,"Minnow, Finescale razorbelly, raw",ফুলচেলা মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0041,"Minnow, Finescale razorbelly, dried",শুকনো ফুলচেলা মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0042,"Minnow, Large scale razorbelly, raw",নারকেলি চেলা মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0043,"Mola carplet, whole, eyes included, raw",মলা মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0044,"Mrigal carp, eyes included, raw",মৃগেল মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0045,"Mullet, Gold spot, raw",বাটা মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0047,"Pangas, without bones, raw",পাঙাশ মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0048,"Perch, Mud, raw",মেনি মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0049,"Pomfret, Black, raw",কালো রূপচাঁদা,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0050,"Pomfret, Chinese Silver, raw",রূপচাঁদা চাইনিজ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0051,"Pomfret, Silver, dried",রূপচাঁদা সাদার শুঁটকি,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0052,"Pomfret, Silver, without bones, raw",সাদা রূপচাঁদা,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0053,"Prawn, Birma river prawn, raw",বিরমা নদীর চিংড়ি,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0054,"Prawn, Giant river prawn, raw",গলদা চিংড়ি,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,1.0,Ilish (Hilsa) — national fish. Sarsha ilish with rice is iconic. Premium pairing.
09_0055,"Prawn, Giant tiger prawn, raw",বাগদা চিংড়ি,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0056,"Prawn, Hairy river prawn, raw",চিংড়ি,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0057,"Prawn, Indian white prawn, raw",মিঠা পানির চিংড়ি,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0058,"Prawn, Monsoon river prawn, raw",ছাটকা চিংড়ি,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0059,"Rohu, river, raw",নদীর রুই,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0060,"Rohu, without bones, raw",রুই মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0061,"Shrimp, Speckled, raw",হরিনা চিংড়ি,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0062,"Silver carp, without bones, raw",সিলভার কার্প মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0063,"Silver needle fish, eyes included, raw",কাকিলা মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0064,"Spotted snakehead, raw",টাকি মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0065,"Stinging catfish, raw",শিং মাছের,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0066,"Stone roller, raw",টাটকিনি,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0067,"Striped snake-head, raw",শোল মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0068,"Tilapia, without bones, raw",তেলাপিয়া মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0069,"Tuna, without bones, raw",টুনা মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0070,"Walking catfish, without bones, raw",মাগুর মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0071,Small fish fry,কাচকি মাছ ভাজা,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
09_0072,Fish ball,মাছের কোফতা,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
P002,Aluva,কালো রূপচাঁদা,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
P003,Anchovy,কাচকি মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
P005,Betki,ভেটকি বা কোরাল মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
P006,Black snapper,কালো কোরাল,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
P007,Bombay duck,লইট্টা মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
P009,Cat fish,মাগুর মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
P010,Chakla,সাগর গজার,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
P011,Chappal,পটকা মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
P012,Chelu,তোতা মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
P013,Chembali,লাল কোরাল,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
P017,Hilsa,ইলিশ মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
P018,Jallal,ট্যাংরা মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
P019,Jathi vela meen,কারুয়া কোরাল,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
P020,Kadal bral,কোবিয়া বা সাগর শোল,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
P021,Kadali,কদলি,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
P022,Kalamaara,তপসে মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
P028,Thunnus albacares,টুনা মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
P032,Kulam paarai,কোরাল মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
P033,Maagaa,টেপা মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
P034,Mackerel,আইলা বা সুরমা মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
P038,Moon fish,চান্দা মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
P040,Hound Needlefish,বড় টুইট্টা মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
P041,Indo-Pacific sailfish,পাখি মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
P044,Blacktip Kingfish,মৌরি বা পারা মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
P046,Panna croaker,পোয়া মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
P047,Ribbon fish,ছুরি বা তরোয়াল মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
P048,Pandugappa,ভেটকি বা কোরাল মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
P049,False Trevally,নারকেলি মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
P051,Parrot fish,তোতা মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
P052,Perinkilichai,লাল মাছ,Marine Fish,"lunch,dinner",main,Cereals and Millets|Grain Legumes|Green Leafy Vegetables|Other Vegetables|Roots and Tubers|Spices and Condiments|Edible Oils and Fats,0.95,"Fish is the heart of Bangladeshi cuisine. Ilish, Rui, Catla etc. served with rice. Pairs with mustard-based gravies."
